"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle"
"Monday","2019","5","26","1:00","insinyur sutami","tamalanrea","TK","TR","R2"
"Sunday","2019","5","27","5:00","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Monday","2019","5","22","22:50","aroepala","rappocini","TL","R2","R2"
"Wednesday","2019","5","28","1:20","anggrek ii","panakkukang","TK","R2","R2"
"Tuesday","2019","5","28","21:30","pajaiang","biringkanaya","TK","R2","R4"
"Tuesday","2019","5","28","6:00","cendrawasih","mamajang","TK","R2","R2"
"Tuesday","2019","5","12","17:00","aroepala","rappocini","TK","R2","R2"
"Sunday","2019","5","29","8:15","veteran selatan","makassar","TL","R4","R2"
"Wednesday","2019","5","30","20:30","urip sumuharjo","panakkukang","TM","R2","NOV"
"Thursday","2019","5","27","6:00","penghibur","ujung pandang","TK","R4","R4"
"Monday","2019","5","28","14:00","maccini kidul","makassar","TK","R2","Rro"
"Tuesday","2019","5","29","10:30","insinyur sutami 1","tamalanrea","TK","TR","R4"
"Wednesday","2019","5","29","13:00","perintis kemerdekaan km 09","tamalanrea","TL","R2","R2"
"Wednesday","2019","5","29","17:45","letjen hertasning","rappocini","TL","R4","R2"
"Wednesday","2019","5","31","8:30","rajawali","mariso","TK","R2","R2"
"Friday","2019","5","30","17:45","sanrangan","biringkanaya","TK","R2","R2"
"Thursday","2019","6","1","16:30","berua raya","biringkanaya","TM","R2","NOV"
"Saturday","2019","6","2","8:00","perintis kemerdekaan","tamalanrea","TK","R4","R2"
"Sunday","2019","6","2","9:00","urip sumuharjo","panakkukang","TL","R4","R2"
"Sunday","2019","5","31","13:00","pettarani","panakkukang","TK","R2","R2"
"Friday","2019","6","2","17:00","sunu","tallo","OC","R2","NOV"
"Sunday","2019","6","3","9:30","maccini baru","makassar","TK","R2","R2"
"Monday","2019","6","4","4:00","urip sumuharjo","bontoala","TL","R2","R2"
"Tuesday","2019","6","3","20:00","gunung bulusaraung","bontoala","TK","R2","R2"
"Monday","2019","6","3","10:00","veteran selatan","mamajang","TL","R2","NOV"
"Monday","2019","6","3","13:00","urip sumuharjo","panakkukang","TL","R4","R2"
"Monday","2019","6","5","10:00","paccerakkang","biringkanaya","TM","R4","NOV"
"Wednesday","2019","6","5","12:45","sultan alauddin","rappocini","TB","R4","R4"
"Wednesday","2019","6","5","18:00","yos sudarso","bontoala","TL","R2","R2"
"Wednesday","2019","6","4","12:30","urip sumuharjo","panakkukang","TK","R2","Rro"
"Tuesday","2019","6","5","9:00","paccerakkang","biringkanaya","TL","R3","R2"
"Wednesday","2019","6","5","1:00","a.r. hakim","tallo","TL","R2","R2"
"Wednesday","2019","6","5","21:30","monumen emmy saelan","rappocini","TK","R2","R2"
"Wednesday","2019","6","5","3:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Wednesday","2019","6","5","12:30","al markaz","bontoala","TL","R2","NOV"
"Wednesday","2019","6","7","7:00","tupai","mamajang","TL","R2","R2"
"Friday","2019","6","7","5:30","gatot subroto","tallo","TK","R2","R2"
"Friday","2019","6","7","8:00","metro tanjung bunga","tamalate","T","R2","NOV"
"Friday","2019","6","7","5:00","sultan dg raja","bontoala","TK","R2","R2"
"Friday","2019","6","5","2:00","veteran utara","bontoala","TM","R4","NOV"
"Wednesday","2019","6","7","10:30","nipa nipa","manggala","TL","R2","R2"
"Friday","2019","4","21","2:30","monumen emmy saelan","rappocini","TK","R2","R4"
"Sunday","2019","6","7","23:30","pengayoman","panakkukang","TK","R2","R4"
"Friday","2019","6","9","10:00","haji kalla","panakkukang","TL","R2","R2"
"Sunday","2019","6","9","8:00","pajaiang","biringkanaya","TL","R4","R2"
"Sunday","2019","5","17","11:00","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Friday","2019","6","4","14:30","insinyur sutami","tamalanrea","TL","R4","R2"
"Tuesday","2019","6","9","14:00","kerukunan timur","tamalanrea","TK","R4","R2"
"Sunday","2019","6","11","21:30","bougenville","panakkukang","TL","R2","R2"
"Tuesday","2019","6","10","8:30","botolempangan","ujung pandang","TK","R4","R2"
"Monday","2019","6","11","20:30","bandang","bontoala","TK","R4","R2"
"Tuesday","2019","6","11","16:45","poros perumnas sudiang","biringkanaya","TK","R2","R2"
"Tuesday","2019","6","12","8:20","gunung merapi","ujung pandang","TK","R4","R4"
"Wednesday","2019","6","5","17:20","kima raya ii","biringkanaya","TL","R2","R2"
"Wednesday","2019","6","11","18:00","g. batu putih","ujung pandang","TL","R2","R2"
"Tuesday","2019","6","12","22:45","perintis kemerdekaan km. 19","biringkanaya","TK","R2","R4"
"Wednesday","2019","6","13","11:30","perintis kemerdekaan km. 8","tamalanrea","TL","R2","NOV"
"Thursday","2019","6","13","20:00","metro tanjung bunga","tamalate","TL","R2","NOV"
"Thursday","2019","6","13","17:00","insinyur juanda","tallo","TK","R2","R2"
"Thursday","2019","6","13","11:00","kumala","tamalate","TL","R3","R2"
"Thursday","2019","6","12","14:00","veteran selatan","mamajang","TK","R2","R4"
"Wednesday","2019","6","13","14:00","andi mappaodang","tamalate","TK","R2","NOV"
"Thursday","2019","6","13","19:00","barawaja ii","panakkukang","TL","R2","NOV"
"Thursday","2019","6","14","16:30","barawaja","panakkukang","TK","R2","TR"
"Friday","2019","6","15","7:45","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Saturday","2019","6","15","22:45","maccini sawah","makassar","TK","R2","R2"
"Saturday","2019","6","15","16:30","lamadukelleng","ujung pandang","TM","R2","NOV"
"Saturday","2019","6","14","8:40","flyover","panakkukang","TL","R2","R2"
"Friday","2019","6","17","9:42","urip sumuharjo","panakkukang","TL","R4","R2"
"Monday","2019","6","14","11:30","urip sumuharjo","panakkukang","TM","R2","NOV"
"Friday","2019","6","15","22:00","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Saturday","2019","6","15","11:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Saturday","2019","6","19","11:20","veteran utara","makassar","TK","R2","R2"
"Wednesday","2019","6","19","17:30","urip sumuharjo","panakkukang","TK","TR","R2"
"Wednesday","2019","6","18","21:00","domba","makassar","TK","R2","R4"
"Tuesday","2019","6","19","10:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Wednesday","2019","6","15","21:30","tol reformasi km. 3200","tallo","OC","R4","NOV"
"Saturday","2019","6","19","0:30","abdullah daeng sirua","panakkukang","TK","R2","R2"
"Wednesday","2019","6","20","7:55","urip sumuharjo","panakkukang","TK","R2","R2"
"Thursday","2019","6","20","16:10","urip sumuharjo","panakkukang","TK","R2","R2"
"Thursday","2019","6","19","21:20","sultan alauddin","rappocini","TL","R4","R4"
"Wednesday","2019","6","20","14:45","raya kampus unhas","tamalanrea","TL","R2","R2"
"Thursday","2019","6","19","22:00","gunung bawakaraeng","makassar","TK","R2","R2"
"Wednesday","2019","6","21","8:00","insinyur sutami","tamalanrea","TK","R2","TR"
"Friday","2019","6","22","12:30","laikang","biringkanaya","TM","R2","NOV"
"Saturday","2019","6","21","20:00","sultan alauddin","tamalate","TK","R2","R2"
"Friday","2019","6","21","12:05","kima iii","biringkanaya","TK","R2","TR"
"Friday","2019","6","21","13:30","goa ria","biringkanaya","TK","R2","R2"
"Friday","2019","6","22","10:00","goa ria","biringkanaya","TL","R2","NOV"
"Saturday","2019","6","22","0:30","pengayoman","panakkukang","TK","R4","R2"
"Saturday","2019","6","20","7:00","mesjid raya","bontoala","TK","R2","R3"
"Thursday","2019","6","21","17:00","rajawali","mariso","TK","R2","Rro"
"Friday","2019","6","21","21:00","perjanjian bungaya","tamalate","TK","R2","R4"
"Friday","2019","6","23","7:30","perintis kemerdekaan","tamalanrea","TL","TR","R4"
"Sunday","2019","6","23","10:00","kumala","tamalate","TL","R2","R2"
"Sunday","2019","6","23","17:30","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Sunday","2019","6","24","7:45","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Monday","2019","6","25","8:30","insinyur sutami iv","tamalanrea","OC","R4","NOV"
"Tuesday","2019","6","25","15:25","mesjid raya","bontoala","TK","R2","R2"
"Tuesday","2019","6","25","11:00","perintis kemerdekaan","tamalanrea","TK","R4","R2"
"Tuesday","2019","6","21","20:30","tamalanrea raya","tamalanrea","TL","R4","R4"
"Friday","2019","6","23","11:00","veteran utara","bontoala","TK","R2","TR"
"Sunday","2019","6","26","14:25","haji bau","mariso","TK","R2","R4"
"Wednesday","2019","6","26","9:30","sam ratulangi","mamajang","TL","R2","R2"
"Wednesday","2019","6","26","13:15","poros tamalanrea indah","tamalanrea","TK","R2","R2"
"Wednesday","2019","6","26","10:15","gontang raya","tamalate","TK","R2","R2"
"Wednesday","2019","6","27","5:30","sudirman","ujung pandang","TK","R2","R4"
"Thursday","2019","6","27","9:00","dr. leimena","manggala","TL","R4","NOV"
"Thursday","2019","6","24","13:00","insinyur sutami","biringkanaya","TL","R2","R2"
"Monday","2019","6","27","16:20","kumala ii","tamalate","TM","R2","NOV"
"Thursday","2019","6","27","1:00","perintis kemerdekaan","biringkanaya","TK","R4","R2"
"Thursday","2019","6","28","21:30","gunung latimojong","makassar","TK","R2","R4"
"Friday","2019","6","28","9:00","tupai","mamajang","TK","R2","R2"
"Friday","2019","6","27","16:30","arief rate","ujung pandang","TL","R2","R2"
"Thursday","2019","6","28","13:00","abdul kadir","tamalate","TM","R2","NOV"
"Friday","2019","6","29","17:10","slamet riyadi","ujung pandang","TL","R2","NOV"
"Saturday","2019","6","29","23:30","rappocini 9","rappocini","TL","R4","R2"
"Saturday","2019","6","30","2:00","sudirman","ujung pandang","TK","R4","R2"
"Sunday","2019","7","1","15:00","borong raya","manggala","TL","R2","R2"
"Monday","2019","6","29","21:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Saturday","2019","6","28","17:45","kima raya ii","biringkanaya","OC","R2","NOV"
"Friday","2019","6","30","12:30","urip sumuharjo","bontoala","TL","R4","R4"
"Sunday","2019","7","1","15:30","pajaiang","biringkanaya","TK","R2","R2"
"Monday","2019","7","2","9:30","sudirman","ujung pandang","TK","R4","R2"
"Tuesday","2019","6","28","8:30","ar daeng ngunjung","tallo","TM","R4","NOV"
"Friday","2019","7","1","4:30","perintis kemerdekaan","tamalanrea","TM","R2","R4"
"Monday","2019","3","5","20:00","urip sumuharjo","panakkukang","OC","R4","NOV"
"Tuesday","2019","7","3","22:30","urip sumuharjo","panakkukang","TL","R2","R2"
"Wednesday","2019","6","30","1:30","veteran selatan","mamajang","TM","R2","NOV"
"Sunday","2019","6","29","11:10","jipang raya","rappocini","TK","R2","R4"
"Saturday","2019","7","2","6:10","moha","manggala","TL","R2","R2"
"Tuesday","2019","7","4","20:15","sultan alauddin","tamalate","TM","R4","NOV"
"Thursday","2019","7","5","14:15","tol reformasi","tallo","TL","TR","R4"
"Friday","2019","7","6","2:30","pintu bandar udara internasional sultan hasanuddin","biringkanaya","TL","R4","R4"
"Saturday","2019","7","5","16:30","urip sumuharjo","makassar","TK","R2","R4"
"Friday","2019","7","6","4:30","daeng regge","tallo","TM","R4","NOV"
"Saturday","2019","7","7","11:30","tinumbu","bontoala","TL","R2","R2"
"Sunday","2019","7","4","8:30","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Thursday","2019","7","5","2:48","tamalate i","rappocini","TL","R2","R2"
"Friday","2019","7","7","16:00","dr. leimena","manggala","TL","R4","R2"
"Sunday","2019","7","8","16:00","sunu","tallo","TL","R2","R2"
"Monday","2019","7","8","18:30","sudirman","ujung pandang","TM","R2","NOV"
"Monday","2019","7","9","3:00","metro tanjung bunga","mariso","TL","R2","R2"
"Tuesday","2019","7","5","11:00","sam ratulangi","mamajang","TL","R4","R4"
"Friday","2019","7","8","7:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Monday","2019","7","9","23:30","puri kencana sari","tamalanrea","TL","R4","R4"
"Tuesday","2019","7","9","3:00","antang raya","manggala","TK","R2","R2"
"Tuesday","2019","7","10","14:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Wednesday","2019","7","10","22:30","waduk tunggu pampang","manggala","TL","R2","R2"
"Wednesday","2019","7","10","13:15","inspeksi pam","manggala","TL","R2","R2"
"Wednesday","2019","7","12","1:30","kima raya ii","biringkanaya","TK","R2","R4"
"Friday","2019","7","10","23:40","perintis kemerdekaan km. 19","biringkanaya","TK","R2","R4"
"Wednesday","2019","7","12","10:45","urip sumuharjo","panakkukang","TK","R2","R2"
"Friday","2019","6","26","15:00","pettarani","makassar","TL","R4","R2"
"Wednesday","2019","7","12","17:00","pettarani","tamalate","TL","R2","R2"
"Friday","2019","7","14","14:15","toddopuli raya","panakkukang","TK","R4","R4"
"Sunday","2019","7","7","13:35","perintis kemerdekaan","tamalanrea","TK","R4","R4"
"Sunday","2019","7","14","0:30","maccini sawah","makassar","TL","R4","R4"
"Sunday","2019","7","14","0:30","pengayoman","panakkukang","TL","R3","R2"
"Sunday","2019","7","14","16:00","nuri","mariso","TK","R2","R2"
"Sunday","2019","7","14","0:30","insinyur sutami","biringkanaya","TL","R4","R2"
"Sunday","2019","7","13","19:30","sunu iii","tallo","TK","R2","R2"
"Saturday","2019","7","12","20:30","kerung-kerung","makassar","TK","R2","R2"
"Friday","2019","7","5","22:30","minasa upa","rappocini","TK","R2","R2"
"Friday","2019","7","14","21:35","profesor abdurrahman basalamah","panakkukang","TB","R2","R2"
"Sunday","2019","7","16","9:15","kapasa raya","tamalanrea","TK","R2","R2"
"Tuesday","2019","7","15","2:30","urip sumuharjo","bontoala","TM","R2","NOV"
"Monday","2019","7","13","15:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Saturday","2019","7","16","10:00","tamalanrea raya","tamalanrea","TK","R2","TR"
"Tuesday","2019","7","16","12:45","pajaiang","biringkanaya","TL","R2","NOV"
"Tuesday","2019","7","16","6:45","profesor abdurrahman basalamah ii","panakkukang","TL","R2","R2"
"Tuesday","2019","5","27","11:30","sudirman","ujung pandang","TK","R2","R2"
"Monday","2019","7","13","16:00","pajaiang","biringkanaya","TK","TR","R2"
"Saturday","2019","7","19","17:40","urip sumohardjo","panakkukang","TL","R2","NOV"
"Friday","2019","7","18","19:00","permata sudiang raya","biringkanaya","TM","R4","NOV"
"Thursday","2019","7","19","8:20","perintis kemerdekaan","tamalanrea","T","R2","NOV"
"Friday","2019","7","20","20:00","tamalanrea raya","tamalanrea","TL","R2","R4"
"Saturday","2019","7","20","17:35","yusuf dg. ngawing","rappocini","TK","R2","R4"
"Saturday","2019","7","21","4:45","inspeksi kanal","manggala","TL","R2","R2"
"Sunday","2019","7","20","11:00","batua raya","panakkukang","TK","R2","R4"
"Saturday","2019","7","20","12:30","bitoa lama","manggala","TK","R3","R2"
"Saturday","2019","7","20","22:40","bonto mangape","tamalate","TL","R2","R2"
"Saturday","2019","7","19","13:30","kapasa raya","tamalanrea","TK","R2","R4"
"Friday","2019","7","22","17:00","urip sumuharjo","panakkukang","TL","R4","R2"
"Monday","2019","7","21","21:00","teuku umar raya","tallo","TL","R2","R2"
"Sunday","2019","7","22","16:00","penghibur","ujung pandang","TL","R2","NOV"
"Monday","2019","7","10","15:30","antang raya","manggala","TL","R4","R2"
"Wednesday","2019","7","22","17:30","urip sumuharjo","panakkukang","TL","R4","R4"
"Monday","2019","7","22","23:30","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Monday","2019","7","22","10:30","perintis kemerdekaan","tamalanrea","TK","R2","R2"
"Monday","2019","7","23","14:00","nuri","mariso","TL","R2","R2"
"Tuesday","2019","7","22","10:45","anggrek","mariso","TM","R2","NOV"
"Monday","2019","7","24","15:30","nipa nipa","manggala","TL","R2","NOV"
"Wednesday","2019","7","23","21:00","gunung bawakaraeng","ujung pandang","TL","R4","R4"
"Tuesday","2019","7","24","22:00","borong raya","manggala","TK","R2","R2"
"Wednesday","2019","7","25","3:00","borong raya","manggala","TK","R2","R2"
"Thursday","2019","7","20","10:00","boulevard","panakkukang","TK","R4","R2"
"Saturday","2019","7","20","13:15","kapasa raya","tamalanrea","TK","R4","R2"
"Saturday","2019","7","20","15:45","perintis kemerdekaan","biringkanaya","TK","R2","R4"
"Saturday","2019","7","25","12:30","insinyur sutami","tamalanrea","TK","R4","R2"
"Thursday","2019","7","24","19:00","sultan alauddin","tamalate","TL","R4","R2"
"Wednesday","2019","7","25","20:40","dr. leimena","panakkukang","T","R2","NOV"
"Thursday","2019","7","26","6:45","perintis kemerdekaan km. 16","biringkanaya","TK","R2","TR"
"Friday","2019","7","26","23:30","perintis kemerdekaan","tamalanrea","TK","R2","R2"
"Friday","2019","7","26","18:00","gunung latimojong","makassar","TK","R2","R4"
"Friday","2019","7","27","0:30","pelita ii","rappocini","TK","R2","R2"
"Saturday","2019","7","27","10:00","urip sumuharjo","panakkukang","TM","R2","NOV"
"Saturday","2019","7","24","19:30","andi mangerangi ii","tamalate","TK","R2","R2"
"Wednesday","2019","7","25","20:20","tol reformasi","tallo","TL","R3","R2"
"Thursday","2019","7","26","13:20","sudirman","ujung pandang","TK","R2","R2"
"Friday","2019","7","26","13:00","sudirman","ujung pandang","TK","R2","R2"
"Friday","2019","7","29","20:30","pajaiang","biringkanaya","TK","R2","R2"
"Monday","2019","7","28","6:00","perintis kemerdekaan","biringkanaya","TK","R2","TR"
"Sunday","2019","7","28","17:30","perintis kemerdekaan","biringkanaya","TL","R4","R2"
"Sunday","2019","7","29","16:00","kapasa raya","tamalanrea","TK","R2","R2"
"Monday","2019","7","28","4:30","ranggong","ujung pandang","TM","R2","NOV"
"Sunday","2019","7","28","15:40","lasinrang","ujung pandang","TL","R4","R2"
"Sunday","2019","7","30","11:59","perintis kemerdekaan","biringkanaya","TL","R4","NOV"
"Tuesday","2019","7","30","23:28","sungai saddang","ujung pandang","TL","R2","NOV"
"Tuesday","2019","7","31","17:30","borong raya","manggala","TK","R2","R4"
"Wednesday","2019","7","30","15:00","lamuru","bontoala","TL","R2","NOV"
"Tuesday","2019","7","31","8:30","urip sumuharjo","panakkukang","TK","R2","R4"
"Wednesday","2019","7","31","11:00","insinyur sutami","tamalanrea","TK","R2","R4"
"Wednesday","2019","7","28","9:10","adyaksa baru","panakkukang","TL","R2","R2"
"Sunday","2019","7","31","7:15","tamalanrea raya","tamalanrea","OC","R2","NOV"
"Wednesday","2019","8","1","8:00","poros tamalanrea","tamalanrea","TK","R2","R2"
"Thursday","2019","7","31","19:45","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Wednesday","2019","7","29","20:00","urip sumuharjo","panakkukang","TM","R2","NOV"
"Monday","2019","8","1","6:36","gontang raya","tamalate","TL","TR","R2"
"Thursday","2019","8","2","6:15","urip sumuharjo","panakkukang","TM","R2","NOV"
"Friday","2019","8","2","14:00","pintu bandar udara internasional sultan hasanuddin","biringkanaya","TK","R2","R2"
"Friday","2019","8","2","11:00","tupai","mamajang","TM","R2","NOV"
"Friday","2019","8","3","21:00","paccerakkang","biringkanaya","TK","R2","R2"
